# time(ps) Nwater Force (pN) Pressure Dif (atm) 
1 158 10979.893999999998 23658.83385718943
2 171 11883.303 25605.446769489827
3 176 12230.768 26354.14404345152
4 184 12786.712 27552.059681790226
5 184 12786.712 27552.059681790226
6 185 12856.205 27701.799136582562
7 185 12856.205 27701.799136582562
8 182 12647.725999999999 27252.580772205547
9 184 12786.712 27552.059681790226
10 184 12786.712 27552.059681790226
11 188 13064.684 28151.017500959577
12 189 13134.177 28300.756955751913
13 187 12995.190999999999 28001.278046167237
14 188 13064.684 28151.017500959577
15 183 12717.219 27402.320226997883
16 192 13342.655999999999 28749.975320128928
17 186 12925.697999999999 27851.538591374898
18 187 12995.190999999999 28001.278046167237
19 183 12717.219 27402.320226997883
20 180 12508.74 26953.10186262087
21 179 12439.247 26803.362407828532
22 188 13064.684 28151.017500959577
23 187 12995.190999999999 28001.278046167237
24 184 12786.712 27552.059681790226
25 186 12925.697999999999 27851.538591374898
26 181 12578.232999999998 27102.841317413207
27 184 12786.712 27552.059681790226
28 187 12995.190999999999 28001.278046167237
29 185 12856.205 27701.799136582562
30 184 12786.712 27552.059681790226
31 186 12925.697999999999 27851.538591374898
32 181 12578.232999999998 27102.841317413207
33 184 12786.712 27552.059681790226
34 184 12786.712 27552.059681790226
35 186 12925.697999999999 27851.538591374898
36 186 12925.697999999999 27851.538591374898
37 185 12856.205 27701.799136582562
38 183 12717.219 27402.320226997883
39 187 12995.190999999999 28001.278046167237
40 186 12925.697999999999 27851.538591374898
41 179 12439.247 26803.362407828532
42 180 12508.74 26953.10186262087
43 181 12578.232999999998 27102.841317413207
44 182 12647.725999999999 27252.580772205547
45 185 12856.205 27701.799136582562
46 181 12578.232999999998 27102.841317413207
47 177 12300.260999999999 26503.883498243853
48 178 12369.753999999999 26653.622953036196
49 179 12439.247 26803.362407828532
50 181 12578.232999999998 27102.841317413207
51 182 12647.725999999999 27252.580772205547
52 184 12786.712 27552.059681790226
53 185 12856.205 27701.799136582562
54 182 12647.725999999999 27252.580772205547
55 183 12717.219 27402.320226997883
56 188 13064.684 28151.017500959577
57 188 13064.684 28151.017500959577
58 186 12925.697999999999 27851.538591374898
59 189 13134.177 28300.756955751913
60 186 12925.697999999999 27851.538591374898
61 185 12856.205 27701.799136582562
62 188 13064.684 28151.017500959577
63 182 12647.725999999999 27252.580772205547
64 188 13064.684 28151.017500959577
65 183 12717.219 27402.320226997883
66 186 12925.697999999999 27851.538591374898
67 187 12995.190999999999 28001.278046167237
68 192 13342.655999999999 28749.975320128928
69 185 12856.205 27701.799136582562
70 180 12508.74 26953.10186262087
71 189 13134.177 28300.756955751913
72 183 12717.219 27402.320226997883
73 187 12995.190999999999 28001.278046167237
74 182 12647.725999999999 27252.580772205547
75 182 12647.725999999999 27252.580772205547
76 189 13134.177 28300.756955751913
77 177 12300.260999999999 26503.883498243853
