# time(ps) Nwater Force (pN) Pressure Dif (atm) 
78 184 12786.712 27552.059681790226
79 186 12925.697999999999 27851.538591374898
80 186 12925.697999999999 27851.538591374898
81 182 12647.725999999999 27252.580772205547
82 188 13064.684 28151.017500959577
83 189 13134.177 28300.756955751913
84 191 13273.162999999999 28600.235865336588
85 183 12717.219 27402.320226997883
86 183 12717.219 27402.320226997883
87 184 12786.712 27552.059681790226
88 188 13064.684 28151.017500959577
89 183 12717.219 27402.320226997883
90 181 12578.232999999998 27102.841317413207
91 182 12647.725999999999 27252.580772205547
92 185 12856.205 27701.799136582562
93 187 12995.190999999999 28001.278046167237
94 188 13064.684 28151.017500959577
95 182 12647.725999999999 27252.580772205547
96 183 12717.219 27402.320226997883
97 183 12717.219 27402.320226997883
98 173 12022.288999999999 25904.925679074502
99 179 12439.247 26803.362407828532
100 188 13064.684 28151.017500959577
101 183 12717.219 27402.320226997883
102 186 12925.697999999999 27851.538591374898
103 182 12647.725999999999 27252.580772205547
104 185 12856.205 27701.799136582562
105 187 12995.190999999999 28001.278046167237
106 180 12508.74 26953.10186262087
107 182 12647.725999999999 27252.580772205547
108 187 12995.190999999999 28001.278046167237
109 188 13064.684 28151.017500959577
110 189 13134.177 28300.756955751913
111 182 12647.725999999999 27252.580772205547
112 185 12856.205 27701.799136582562
113 186 12925.697999999999 27851.538591374898
114 186 12925.697999999999 27851.538591374898
115 183 12717.219 27402.320226997883
116 187 12995.190999999999 28001.278046167237
117 186 12925.697999999999 27851.538591374898
118 188 13064.684 28151.017500959577
119 187 12995.190999999999 28001.278046167237
120 187 12995.190999999999 28001.278046167237
121 181 12578.232999999998 27102.841317413207
122 178 12369.753999999999 26653.622953036196
123 173 12022.288999999999 25904.925679074502
124 179 12439.247 26803.362407828532
125 186 12925.697999999999 27851.538591374898
126 186 12925.697999999999 27851.538591374898
127 183 12717.219 27402.320226997883
128 183 12717.219 27402.320226997883
129 187 12995.190999999999 28001.278046167237
130 180 12508.74 26953.10186262087
131 184 12786.712 27552.059681790226
132 182 12647.725999999999 27252.580772205547
133 186 12925.697999999999 27851.538591374898
134 182 12647.725999999999 27252.580772205547
135 187 12995.190999999999 28001.278046167237
136 188 13064.684 28151.017500959577
137 187 12995.190999999999 28001.278046167237
138 187 12995.190999999999 28001.278046167237
139 181 12578.232999999998 27102.841317413207
140 183 12717.219 27402.320226997883
141 187 12995.190999999999 28001.278046167237
142 187 12995.190999999999 28001.278046167237
143 184 12786.712 27552.059681790226
144 182 12647.725999999999 27252.580772205547
145 179 12439.247 26803.362407828532
146 190 13203.669999999998 28450.496410544252
147 187 12995.190999999999 28001.278046167237
148 188 13064.684 28151.017500959577
149 184 12786.712 27552.059681790226
150 182 12647.725999999999 27252.580772205547
151 181 12578.232999999998 27102.841317413207
152 180 12508.74 26953.10186262087
153 180 12508.74 26953.10186262087
154 185 12856.205 27701.799136582562
155 184 12786.712 27552.059681790226
156 186 12925.697999999999 27851.538591374898
157 185 12856.205 27701.799136582562
158 183 12717.219 27402.320226997883
159 185 12856.205 27701.799136582562
160 183 12717.219 27402.320226997883
161 183 12717.219 27402.320226997883
162 182 12647.725999999999 27252.580772205547
163 189 13134.177 28300.756955751913
164 189 13134.177 28300.756955751913
165 190 13203.669999999998 28450.496410544252
166 189 13134.177 28300.756955751913
167 188 13064.684 28151.017500959577
168 188 13064.684 28151.017500959577
169 180 12508.74 26953.10186262087
170 186 12925.697999999999 27851.538591374898
171 187 12995.190999999999 28001.278046167237
172 186 12925.697999999999 27851.538591374898
173 184 12786.712 27552.059681790226
174 187 12995.190999999999 28001.278046167237
175 183 12717.219 27402.320226997883
176 185 12856.205 27701.799136582562
177 186 12925.697999999999 27851.538591374898
178 190 13203.669999999998 28450.496410544252
179 188 13064.684 28151.017500959577
180 183 12717.219 27402.320226997883
181 189 13134.177 28300.756955751913
182 190 13203.669999999998 28450.496410544252
183 187 12995.190999999999 28001.278046167237
184 185 12856.205 27701.799136582562
185 183 12717.219 27402.320226997883
186 189 13134.177 28300.756955751913
187 190 13203.669999999998 28450.496410544252
188 189 13134.177 28300.756955751913
189 185 12856.205 27701.799136582562
190 190 13203.669999999998 28450.496410544252
191 187 12995.190999999999 28001.278046167237
192 185 12856.205 27701.799136582562
193 186 12925.697999999999 27851.538591374898
194 184 12786.712 27552.059681790226
195 188 13064.684 28151.017500959577
196 182 12647.725999999999 27252.580772205547
197 186 12925.697999999999 27851.538591374898
198 182 12647.725999999999 27252.580772205547
199 185 12856.205 27701.799136582562
200 182 12647.725999999999 27252.580772205547
