0 290.5790
500 335.8326
1000 331.9009
1500 324.2774
2000 312.7480
2500 321.1403
3000 322.9235
3500 314.7103
4000 307.1734
4500 298.5525
5000 313.4666
5500 295.6230
6000 297.6403
6500 300.4065
7000 317.7219
7500 302.2227
8000 305.8566
8500 302.1038
9000 302.7119
9500 305.2886
10000 295.1721
10500 308.4922
11000 307.1839
11500 319.3970
12000 309.7375
12500 309.2805
13000 294.3275
13500 299.8841
14000 296.3393
14500 299.6718
15000 299.0776
15500 300.7787
16000 308.6553
16500 309.7045
17000 309.4563
17500 307.9465
18000 307.7462
18500 306.6806
19000 319.7275
19500 302.7221
20000 299.6410
20500 305.0558
21000 298.3762
21500 291.9335
22000 309.4520
22500 313.5092
23000 319.4927
23500 311.9050
24000 314.8802
24500 314.2295
25000 306.9681
25500 305.7623
26000 303.0811
26500 300.9391
27000 300.4613
27500 298.6241
28000 313.8481
28500 304.4456
29000 310.9690
29500 304.9009
30000 308.4261
30500 301.7298
31000 311.1632
31500 305.9320
32000 308.3672
32500 290.3095
33000 303.5657
33500 327.5771
34000 297.2327
34500 305.3312
35000 301.3937
35500 300.5681
36000 300.5358
36500 319.6845
37000 308.4659
37500 309.7202
38000 290.2848
38500 293.5503
39000 308.5064
39500 311.1147
40000 302.6581
40500 320.7333
41000 313.1653
41500 312.7394
42000 310.1723
42500 312.4345
43000 305.8960
43500 311.0142
44000 298.0527
44500 307.7868
45000 302.9227
45500 307.7142
46000 311.8658
46500 301.9012
47000 302.5505
47500 309.7499
48000 309.3073
48500 315.9837
49000 312.5768
49500 296.9127
50000 320.1158
50500 315.7623
51000 305.5190
51500 321.5974
52000 299.6404
52500 294.7728
53000 306.1563
53500 303.4690
54000 312.2221
54500 301.4807
55000 299.0342
55500 295.2500
56000 306.5681
56500 312.5540
57000 297.9780
57500 307.8686
58000 299.9436
58500 314.7349
59000 307.2179
59500 315.4204
60000 297.8201
60500 291.5209
61000 319.1198
61500 314.7214
62000 316.8189
62500 316.7491
63000 316.8550
63500 306.1635
64000 300.5783
64500 307.0315
65000 311.9182
65500 305.7539
66000 297.2540
66500 305.5698
67000 301.9099
67500 315.0566
68000 303.7076
68500 302.4274
69000 307.8990
69500 302.1301
70000 305.0417
70500 302.7786
71000 305.8352
71500 317.7428
72000 309.8558
72500 310.3842
73000 301.1746
73500 308.4936
74000 315.7327
74500 306.9429
75000 311.7528
75500 295.3202
76000 304.2164
76500 290.8458
77000 305.9030
77500 307.9740
78000 318.6562
78500 306.5809
79000 306.9466
79500 307.4412
80000 301.7637
80500 295.1401
81000 295.4302
81500 302.6379
82000 303.3873
82500 306.9584
83000 299.7517
83500 292.8696
84000 310.4562
84500 312.0679
85000 314.2090
85500 303.2470
86000 311.2878
86500 323.9296
87000 307.6632
87500 311.2918
88000 305.1126
88500 312.1476
89000 321.8558
89500 301.7541
90000 310.9087
90500 321.1205
91000 310.6301
91500 304.5708
92000 316.6655
92500 309.3441
93000 315.1544
93500 305.9780
94000 316.1334
94500 316.1238
95000 313.7052
95500 318.4499
96000 300.9480
96500 309.9871
97000 325.7004
97500 311.1332
98000 301.7892
98500 304.2998
99000 300.2933
99500 297.2638
100000 298.4845

