0 -4685.3497
5000 -5134.8669
10000 -5137.4946
15000 -5217.8415
20000 -5189.0526
25000 -5163.8597
30000 -5222.6046
35000 -5235.2406
40000 -5228.4628
45000 -5175.4443
50000 -5228.4311
55000 -5130.2623
60000 -5244.8208
65000 -5171.2685
70000 -5208.2367
75000 -5166.9242
80000 -5181.8596
85000 -5175.6055
90000 -5168.5073
95000 -5150.7053
100000 -5206.3160
105000 -5143.0639
110000 -5246.2608
115000 -5232.1278
120000 -5200.9560
125000 -5160.9114
130000 -5239.2819
135000 -5303.5459
140000 -5241.1765
145000 -5196.8252
150000 -5253.3790
155000 -5204.2379
160000 -5224.5765
165000 -5264.5101
170000 -5182.5015
175000 -5246.0896
180000 -5225.5881
185000 -5220.8842
190000 -5219.8761
195000 -5198.7865
200000 -5157.0630
205000 -5239.3683
210000 -5218.7094
215000 -5269.9905
220000 -5191.3519
225000 -5181.0171
230000 -5249.8637
235000 -5198.4613
240000 -5241.9451
245000 -5138.6341
250000 -5209.8070
255000 -5160.6707
260000 -5193.3269
265000 -5182.1446
270000 -5302.8403
275000 -5165.0953
280000 -5210.3983
285000 -5196.4932
290000 -5243.7547
295000 -5256.3656
300000 -5141.0011
305000 -5233.9042
310000 -5239.3268
315000 -5125.1062
320000 -5298.4113
325000 -5187.5847
330000 -5222.3226
335000 -5227.0739
340000 -5228.1226
345000 -5259.7402
350000 -5172.3059
355000 -5164.5107
360000 -5214.8982
365000 -5197.4289
370000 -5166.4667
375000 -5182.0192
380000 -5200.7944
385000 -5243.0484
390000 -5199.3699
395000 -5217.5678
400000 -5201.3306
405000 -5245.5796
410000 -5212.8563
415000 -5273.0172
420000 -5183.2530
425000 -5237.5349
430000 -5236.3764
435000 -5219.9247
440000 -5233.4167
445000 -5256.7454
450000 -5197.2488
455000 -5227.8287
460000 -5211.5416
465000 -5146.5000
470000 -5196.5159
475000 -5201.9204
480000 -5198.9425
485000 -5189.4959
490000 -5221.0244
495000 -5181.6805
500000 -5157.2467

