0 0.0000
5000 300.9839
10000 297.9833
15000 298.0624
20000 306.9983
25000 303.9678
30000 305.5551
35000 296.7105
40000 308.1691
45000 301.0368
50000 306.2515
55000 309.5255
60000 287.4717
65000 311.8724
70000 307.8030
75000 309.2923
80000 316.4979
85000 306.6199
90000 310.4598
95000 291.6973
100000 298.5914
105000 301.0372
110000 299.8816
115000 292.3860
120000 292.8439
125000 325.6865
130000 294.6983
135000 306.1810
140000 291.2709
145000 313.2426
150000 300.2114
155000 304.2759
160000 304.4985
165000 300.2981
170000 296.5354
175000 292.6839
180000 281.7945
185000 292.2517
190000 297.4303
195000 300.0744
200000 285.2135
205000 291.8917
210000 307.3894
215000 301.2082
220000 303.9997
225000 292.7388
230000 304.1101
235000 294.0456
240000 304.5308
245000 307.2804
250000 292.8180
255000 311.1599
260000 295.7487
265000 301.6259
270000 297.1200
275000 306.3977
280000 308.6217
285000 295.0767
290000 292.3216
295000 289.6085
300000 297.4969
305000 303.9202
310000 298.1877
315000 301.2490
320000 300.1265
325000 298.4717
330000 309.1920
335000 307.3939
340000 289.6222
345000 288.4995
350000 295.1925
355000 299.0598
360000 301.3287
365000 298.4962
370000 286.4020
375000 317.4691
380000 303.5112
385000 295.3744
390000 301.5672
395000 297.5008
400000 300.9643
405000 280.5658
410000 291.1813
415000 290.4586
420000 320.3023
425000 306.5231
430000 302.9638
435000 305.0237
440000 289.3223
445000 307.8955
450000 293.8425
455000 298.7707
460000 297.0685
465000 298.7794
470000 305.9551
475000 296.7498
480000 295.5628
485000 314.5834
490000 289.9570
495000 301.6881
500000 290.7302

